Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,parsed_content
61,b41f8d67-c06e-49ba-b5e3-c61e80b018dc,Marinka Quinsha Az Zahra,https://play-lh.googleusercontent.com/a/ACg8ocLqqRjQ8pteUahYuQWyrfSmwXKXRpRGSwnHuWdU_y0t=mo,"Kok gk bisa login sihh, tolong diperbaiki ya",1,3,0.271.2,2023-05-31 21:57:24,,,0.271.2,Kok
62,45f77c80-c6c9-48c0-a7fd-125894dd2900,Niko,https://play-lh.googleusercontent.com/a-/ALV-UjUIaDWBtjXUFH_F0EsldsAYVcgl8t4RbOAVeqD3sBoCwIA,"sedih sekali ,di daerahku tidak terdapat pokestop ataupun gym ,jadi susah untuk memiliki pokeball",1,1,0.269.1,2023-05-02 17:34:05,,,0.269.1,sedih
63,afd66134-26ba-4714-8602-8bae09e308b0,Eko Tristianto,https://play-lh.googleusercontent.com/a/ACg8ocKnDDuL-tJAbbNrV_27MaIVfi_MuMYL2KFB1OlmetGT=mo,"Turun jadi 3 bintang sebab setiap battle nge lag terus. Padahal waktu menjelajah, menangkap pokemon, dan lain lain gak ada masalah. Cuman setiap battle ngedadak ""weak conection"". Padahal sinyal bagus. Begitu menyerah langsung lancar lagi.",3,115,0.193.3,2020-12-12 21:42:40,,,0.193.3,Turun
64,b6695192-2935-469b-be5a-ca0701224f43,Bang Gauls,https://play-lh.googleusercontent.com/a-/ALV-UjVnDpPaQFd5945Y93kXg04HyaI64jpiXqDHjTAq6ffNv6w,"Cukup untuk android ram 3gb,tetapi untuk koneksi tolong untuk di perbaiki lagi,saya posisi sedang jalan namun character saya diam dan tiba² muncul sebuah notif tentang gps error/koneksi tidak stabil padahal jelas koneksi saya stabil dan lancar,mohon untuk di perbaiki,terima kasih",5,630,0.201.1,2021-03-12 23:19:35,,,0.201.1,Cukup
65,c5b33532-57f3-443c-bd1c-a290ee9b6f82,Vincent Bong,https://play-lh.googleusercontent.com/a-/ALV-UjWidR0ZabWuKPA-QXImDA6ZMiZJiOW_18CYUbY7zQc0lB4,Sebelum nya saya beri 3 bintang karna sudah mangkin bagus dan bug sudah diperbaiki saya beri 5 bintang saya sarankan perbanyak event yang bisa mendapatkan hadiah secara geratis itu akan membuat orang semangkin banyak yang tertarik :3,5,0,,2023-10-15 21:31:10,,,,Sebelum
66,365c690d-a811-413e-9c2a-a9c47403c28f,Naban Inaban sabah,https://play-lh.googleusercontent.com/a/ACg8ocKIDsjVOTycyDH9PZL7Za0ImZlvqy--Psh_xtqX8Gyr=mo,Seru sih tapi update terus jirr,4,0,0.283.1,2023-10-14 20:10:23,,,0.283.1,Seru
67,ad9c374b-309c-44e1-88b5-adcab2ceb601,Aliran putih,https://play-lh.googleusercontent.com/a-/ALV-UjVdXieFtF_B6C7Xw-mISuTewM9esAO_Wo1Fy5afjZkQmg,"Untuk New player game ini bagus. Tapi yg sudah lama main game ini palagi level sudah tinggi bakal kecewa, bosan , sulit dapet Poke Koin. Liga Battle pvp sangat tidak adil, apapun pokemon kita lawannya pasti jurus SupEr Efektif. Gym Raid juga sudah battle lama terus endingnya ga bisa naruh pokemon. Kek percuma gtu susah2 dapetin pokemon legendary endingnya cuma jadi sampah. Ngantuk lama2 main ini, serunya hilang. Alasan koneksi lemah udah BASI",1,1,,2023-09-15 15:20:11,,,,Untuk
68,960f2c6b-e8f4-469a-8826-1aa6402e8386,Nopitri Pamungkas - SMK Tunas Harapan Pati,https://play-lh.googleusercontent.com/a-/ALV-UjVH50k6ZzCqpQoE80DBf1kDwSIkA2D_EhwsHFFuuPCadw,"Permainan menyenangkan, semakin baik kedepannya, sayangnya area rumah hanya tidak terdapat pokestop jadi harus ke kota dahulu, dan misi rute tidak dapat terlaksana meskipun keliling 1 kabupaten karena tidak terdapat rute terdekat.",5,0,,2023-07-27 22:56:42,,,,Permainan
69,2adcaac9-0f55-4b1d-a521-bdc5ba69b0bf,Boboho,https://play-lh.googleusercontent.com/a-/ALV-UjWKnEU6js7hYlb4p6V5o3s0v50YOSclgUykSrV_39Y5vZI,"Udah susah payah naikin lvl biar bisa daftarin pokestop di sekitar, giliran udh bisa daftarin nunggunya 6 bulan baru di acc, itu pun belum tentu di terima, kdang jga di tolak pdahal pengajuannya udah sesuai kriteria.. giliran nominasinya diterima sama forum wayfarer, eh malah ga di munculin di game nya dengan alasan terlalu dekat dengan gym lah, apa lah. Woy.. Gw pernah main ke taman bandung, ada Gym yg dikelilingi Pokéstop berdempetan di sekelilingnya gapapa tuh.. giliran gw knapa gini banget.",1,2,,2023-08-19 03:30:28,,,,Udah
70,2c1875a6-991c-403d-94d1-ad59afc32a93,Hamidah pnk,https://play-lh.googleusercontent.com/a-/ALV-UjXTOhTaH6irHOWB90gr_7utUUNMhdvpBievnmUdwmFIT48,"Sial saya mau login aja susah benar pakai nama sendiri aja kaga bisa nih nama nya ""Azzak098"" tuh segitu aj kaga bisa tadi masukin email sama password bisa pass masukin nama aduhh susah nya minta ampun macam developer nya yg mutusin nama yg bagus untuk saya udah pakai nama2 yg sopan masih kaga bisa saya udah kepengen main game ini dari 2 tahun yg lalu pas pengen main susah inii,main aja belum login aja susah pokoknya untuk developer nya saya beri bintang 1, kan bisa update menggunakan Facebook",1,0,,2023-08-27 13:07:06,,,,Sial
71,cd504d4e-05b2-4b1a-a97b-2b5778f25dfe,Noor Elisawti,https://play-lh.googleusercontent.com/a/ACg8ocLSVJA_ANWpWgWBn0m47NhEF0_vLHVHViOQdGB3h2Y=mo,"Saya suka sih dengan pokemon go tetapi tolong diperbaiki pas battle ny soal ny lemot terus pdah jaring bagus banget, sama satu lagi saya suka sekali dengan desain pokemon pokemon ny mirip dengan asli ny.",5,0,,2023-09-12 20:39:30,,,,Saya
72,edb54b1a-d5b5-4bae-ab8d-01b5a53f03b7,Shavin Setyo,https://play-lh.googleusercontent.com/a-/ALV-UjV3VuIkoZKYJdhWFLmBNNkqKuwf4PA3sRBQOeELUTjx77U,"Saat saya ingin daftar/ login new player tidak bisa, dan tidak dapat menyertakan akun google atau pun Facebook, tolong ini diberi kemudahan untuk masuk ke dalam game nya, karena sangat di sayangkan pemain baru yang tidak mengerti cara untuk login new player, dan saya sarankan untuk menambahkan fitur change speak to Indonesian, sekian terima kasih, semoga saran ini dapat membantu proses pengembangan game ini",1,0,,2023-08-13 08:06:58,,,,Saat
73,8df29780-cedc-4338-b30e-ae62e128030e,21_092_HERDI NUR DIANSYAH,https://play-lh.googleusercontent.com/a-/ALV-UjWNfSGIMhc41KnHilMGBbl-WVKSC9V52DMIHH41CTCUfcw,"Bagus banget, apalagi pas lagi gabut mau ngapain jalan² aja sambil mainin ini game 👍",5,6,0.277.1,2023-07-22 16:19:17,,,0.277.1,Bagus
